id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,Age,Severity
2054,0.3115264797507788,321,0.3115264797507788,0,1,1,20,0,0,10,86,86,1.0,3,171,0,1048,0
2055,0.0,195,0.0,1,0,0,19,0,10,17,36,35,0.9473684210526316,17,24,0,1363,0
2056,0.0,33,0.0,1,0,0,3,0,0,0,7,6,0.6666666666666666,3,18,0,4547,0
2057,0.0788643533123028,1268,0.0,56,1,0,155,1,1,74,241,184,0.632258064516129,152,482,2,1424,0
2058,0.0,28,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,4435,0
2059,0.0,92,0.0,2,0,0,15,6,0,7,15,7,0.4666666666666667,15,16,0,1603,0
2060,0.0,19,0.0,2,0,0,2,0,2,0,2,0,0.0,2,4,0,1592,0
2061,0.0,145,0.0,0,0,0,8,1,2,0,23,22,0.875,8,40,0,4812,0
2062,0.0,22,0.0,0,0,0,2,0,0,0,5,5,1.0,0,2,0,3853,0
2063,0.0,168,0.0,6,0,0,16,0,0,9,22,16,0.625,11,62,0,945,0
2064,0.0,53,0.0,2,0,0,3,0,0,2,6,3,0.3333333333333333,3,6,2,3802,0
2065,0.0,75,0.0,4,0,0,8,0,0,2,10,6,0.5,8,14,1,1822,0
2066,0.0,48,0.0,6,0,0,7,0,0,2,7,1,0.1428571428571428,7,13,0,1135,0
2067,0.0,64,0.0,0,0,0,8,0,23,0,8,8,1.0,8,8,0,4129,0
2068,0.0,31,0.0,0,0,0,3,0,1,1,4,4,1.0,3,14,0,4649,0
2069,0.0,484,0.0,5,0,0,32,0,2,27,86,80,0.84375,15,120,5,165,1
2070,0.0,46,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,4,261,0
2071,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,0,3,0,750,0
2072,0.0,255,0.0,0,0,0,23,0,0,2,58,58,1.0,0,295,0,484,1
2073,0.0,21,0.0,0,0,0,2,0,0,0,5,5,1.0,2,6,0,4129,0
2074,0.0,164,0.0,19,0,0,22,0,0,8,26,7,0.1363636363636363,22,105,0,1008,0
2075,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,6,0,940,0
2076,0.0,243,0.0,0,0,0,14,0,0,0,50,50,1.0,5,144,0,1135,2
2077,0.0,345,0.0,0,0,0,33,0,2,2,88,88,1.0,32,172,0,3941,1
2078,0.0,140,0.0,1,0,0,9,0,0,8,20,19,0.8888888888888888,7,24,0,4583,0
2079,0.0,147,0.0,1,0,0,11,0,0,4,34,32,0.9090909090909092,4,67,0,1106,0
2080,0.0,26,0.0,1,0,0,3,0,0,0,5,4,0.6666666666666666,3,3,0,685,0
2081,0.0,216,0.0,2,0,0,14,0,2,2,39,37,0.8571428571428571,3,50,0,4978,0
2082,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,2158,0
2083,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1513,0
2084,0.0,47,0.0,4,0,0,8,0,0,4,8,4,0.5,8,12,0,4894,0
2085,0.0,68,0.0,3,0,0,10,5,0,6,16,7,0.2,10,17,0,2703,0
2086,0.0,68,0.0,3,0,0,8,3,0,0,10,4,0.25,8,8,5,371,0
2087,0.0,15,0.0,0,0,0,1,0,0,0,3,3,1.0,1,4,0,2786,0
2088,0.0,66,0.0,0,0,0,16,0,0,0,16,16,1.0,16,47,0,965,0
2089,0.0,99,0.0,0,0,0,4,0,0,1,32,32,1.0,0,69,0,459,1
2090,0.0,58,0.0,0,0,0,1,0,0,2,9,9,1.0,1,22,0,4738,0
2091,0.0,11,0.0,0,0,0,1,0,1,0,2,2,1.0,1,3,0,3959,0
2092,0.0,52,0.0,2,0,0,7,0,0,0,14,12,0.7142857142857143,7,16,0,913,0
2093,0.0,37,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,8,0,4249,0
2094,0.0,30,0.0,1,0,0,3,0,0,0,5,4,0.6666666666666666,3,11,0,5143,0
2095,0.0,163,0.0,8,0,0,12,0,0,1,36,28,0.3333333333333333,12,32,0,1592,0
2096,0.0,144,0.0,0,0,0,5,0,1,3,26,26,1.0,3,94,0,2811,0
2097,0.0,20,0.0,0,0,0,2,0,0,0,2,2,1.0,2,20,0,1398,1
2098,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,652,0
2099,0.0,197,0.0,1,0,0,19,0,0,9,26,25,0.9473684210526316,18,96,0,1135,0
2100,0.0,26,0.0,4,0,0,5,0,0,0,5,1,0.2,3,5,0,541,0
2101,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,1043,0
2102,0.0,47,0.0,0,0,0,1,0,0,0,12,12,1.0,1,27,0,870,1
2103,0.0,63,0.0,1,0,0,6,0,0,3,13,12,0.8333333333333334,4,19,1,1322,0
2104,0.0,74,0.0,2,0,0,5,0,0,2,16,14,0.6,5,21,0,2726,0
2105,0.0,48,0.0,0,0,0,3,0,0,0,9,9,1.0,2,19,0,2234,0
2106,0.0,34,0.0,1,0,0,8,0,0,0,8,7,0.875,8,16,0,2626,0
2107,0.0,25,0.0,0,0,0,1,0,0,0,4,4,1.0,1,8,0,3985,0
2108,0.0,67,0.0,0,0,0,2,0,0,0,13,13,1.0,2,28,0,3853,1
2109,0.0,91,0.0,7,0,0,12,2,2,4,12,3,0.25,11,15,1,586,0
2110,0.0,31,0.0,7,0,0,7,0,0,0,7,0,0.0,7,7,0,3959,0
2111,0.0,198,0.0,0,0,0,6,0,0,2,37,37,1.0,3,83,0,2766,0
2112,0.0,41,0.0,7,0,0,8,0,0,0,8,1,0.125,8,8,0,2799,0
2113,0.0,107,0.0,8,0,0,17,8,0,10,19,2,0.0588235294117647,17,19,0,1127,0
2114,0.0,23,0.0,2,0,0,2,0,0,0,2,0,0.0,2,2,2,704,0
2115,0.0,34,0.0,0,0,0,1,0,0,0,8,8,1.0,1,23,0,1834,0
2116,0.0,59,0.0,0,0,0,3,0,0,3,9,9,1.0,2,51,0,620,1
2117,0.0,265,0.0,6,0,0,46,0,0,3,53,47,0.8695652173913043,44,52,0,1785,0
2118,6.666666666666667,15,0.0,0,1,0,2,0,0,0,2,2,1.0,0,9,0,1262,0
2119,0.0,684,0.0,24,0,0,56,0,0,19,135,110,0.5714285714285714,39,139,0,564,1
2120,0.0,38,0.0,0,0,0,3,0,0,1,3,3,1.0,3,9,0,4293,0
2121,0.0,14,0.0,0,0,0,1,0,0,0,3,3,1.0,1,8,0,4401,0
2122,0.0,34,0.0,1,0,0,3,0,0,1,6,5,0.6666666666666666,3,10,0,2923,0
2123,0.0,130,0.0,5,0,0,12,5,4,1,17,7,0.1666666666666666,12,12,0,1864,0
2124,0.0,1213,0.0,23,0,0,126,5,5,19,235,200,0.7777777777777778,117,318,0,1278,0
2125,0.0,199,0.0,8,0,0,25,0,0,8,38,30,0.68,23,63,0,2866,0
2126,0.0,30,0.0,2,0,0,3,0,0,2,3,1,0.3333333333333333,2,6,0,670,0
2127,0.0,42,0.0,2,0,0,7,1,0,1,10,6,0.5714285714285714,5,10,0,3188,0
2128,0.0,294,0.0,4,0,0,33,0,2,1,73,69,0.8787878787878788,33,38,0,1060,0
2129,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,218,0
2130,0.0,24,0.0,1,0,0,2,0,0,2,3,2,0.5,2,5,0,955,0
2131,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,0,1,0,2242,0
2132,0.0,37,0.0,0,0,0,2,0,0,0,4,4,1.0,2,10,4,1747,0
2133,0.0,70,0.0,1,0,0,8,0,0,5,9,8,0.875,5,12,0,831,0
2134,0.0,37,0.0,0,0,0,4,0,0,2,4,4,1.0,4,4,0,1842,0
2135,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,2424,0
2136,0.0,84,0.0,2,0,0,18,0,0,0,18,16,0.8888888888888888,0,21,0,678,0
2137,0.0,62,0.0,0,0,0,1,0,0,0,6,6,1.0,1,53,0,1058,0
2138,0.0,49,0.0,1,0,0,4,1,0,4,11,9,0.5,2,7,0,4129,0
2139,0.0,54,0.0,2,0,0,2,0,0,1,2,0,0.0,2,10,0,1013,0
2140,0.0,43,0.0,0,0,0,5,0,0,0,5,5,1.0,3,9,0,1665,0
2141,0.0,62,0.0,4,0,0,9,4,4,5,9,1,0.1111111111111111,9,14,0,3510,0
2142,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,2522,0
2143,0.0,129,0.0,1,0,0,11,0,0,0,23,22,0.9090909090909092,3,40,0,5155,0
2144,0.0,35,0.0,0,0,0,3,0,0,2,6,6,1.0,3,8,0,2821,0
2145,0.0,26,0.0,0,0,0,2,0,2,2,3,3,1.0,2,11,0,2841,0
2146,0.0,803,0.0,0,0,0,145,0,0,0,145,145,1.0,145,314,0,1101,0
2147,5.389221556886228,167,0.0,0,9,0,17,0,0,0,36,36,1.0,15,100,0,1116,0
2148,0.0,86,0.0,0,0,0,6,0,0,0,16,16,1.0,6,11,0,630,0
2149,2.272727272727273,44,0.0,0,1,0,4,0,0,4,4,4,1.0,4,13,1,839,0
2150,0.0,22,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,3587,0
2151,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,0,3,0,799,0
2152,0.0,30,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,703,0
2153,0.0,87,0.0,7,0,0,13,5,3,7,13,1,0.0769230769230769,13,14,0,1082,0
2154,0.0,26,0.0,0,0,0,1,0,0,3,1,1,1.0,1,6,0,474,0
2155,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,1882,0
2156,0.0,75,0.0,1,0,0,8,1,0,0,15,12,0.75,7,15,0,996,0
2157,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,1941,0
2158,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,1332,0
2159,0.0,45,0.0,0,0,0,1,0,2,0,7,7,1.0,1,17,0,4129,0
2160,0.0,12,0.0,1,0,0,2,0,1,0,2,1,0.5,2,2,0,5294,0
2161,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,2,0,4639,0
2162,0.0,93,0.0,0,0,0,11,0,1,0,25,25,1.0,11,33,0,2003,1
2163,0.0,16,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,3,0,4843,0
2164,0.0,142,0.0,3,0,0,9,2,0,6,24,18,0.4444444444444444,9,47,0,6723,0
2165,0.0,34,0.0,2,0,0,4,0,0,2,4,2,0.5,2,12,0,4515,0
2166,0.0,20,0.0,0,0,0,1,0,0,0,4,4,1.0,1,7,0,4349,0
2167,0.0,37,0.0,0,0,0,2,0,0,4,4,4,1.0,1,5,0,608,0
2168,0.0,42,0.0,4,0,0,5,0,0,2,5,1,0.2,5,8,0,556,0
2169,0.0,92,0.0,6,0,0,18,6,0,6,18,6,0.3333333333333333,18,18,0,632,0
2170,0.0,27,0.0,0,0,0,2,0,1,1,6,6,1.0,2,3,0,906,0
2171,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,1306,0
2172,0.0,554,0.0,10,0,0,64,4,2,8,95,76,0.78125,60,113,0,98,0
2173,0.0,116,0.0,0,0,0,13,0,0,0,26,26,1.0,0,68,0,1010,0
2174,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,1103,0
2175,0.0,128,0.0,1,0,0,15,0,0,10,29,28,0.9333333333333332,2,59,0,1060,0
2176,0.0,21,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,2521,0
2177,0.0,142,0.0,0,0,0,4,0,0,0,27,27,1.0,2,93,0,2685,0
2178,0.0,31,0.0,0,0,0,3,0,0,0,4,4,1.0,2,12,0,1878,0
2179,0.0,33,0.0,0,0,0,2,0,0,3,5,5,1.0,1,8,0,555,0
2180,0.0,19,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1262,0
2181,0.0,79,0.0,5,0,0,13,1,0,6,14,8,0.5384615384615384,7,13,0,1567,1
2182,0.0,635,0.0,0,0,0,32,0,0,20,136,136,1.0,22,243,0,870,0
2183,0.0,43,0.0,0,0,0,5,0,0,0,8,8,1.0,5,22,0,106,0
2184,0.0,34,0.0,1,0,0,4,0,0,0,6,5,0.75,3,13,0,4516,0
