id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfModifiedLines,Severity
1920,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,9,0,31.0,0
1921,0.0,220,0.0,2,0,0,25,0,0,0,40,38,0.92,6,46,0,102.0,0
1922,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,1,2,0,61.298507462686565,0
1923,0.0,16,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,24.0,0
1924,0.0,79,0.0,0,0,0,6,0,0,6,10,10,1.0,6,36,0,30.166666666666668,0
1925,0.0,78,0.0,0,0,0,4,0,0,0,15,15,1.0,4,42,0,65.33333333333333,0
1926,0.0,20,0.0,0,0,0,1,0,0,1,3,3,1.0,1,8,0,13.666666666666666,0
1927,0.0,28,0.0,1,0,0,3,0,0,2,6,5,0.6666666666666666,3,3,0,142.64912280701753,0
1928,0.0,38,0.0,1,0,0,3,0,0,0,8,7,0.6666666666666666,3,13,0,10.533333333333331,0
1929,0.0,28,0.0,0,0,0,1,0,0,1,4,4,1.0,1,22,0,64.0,0
1930,0.0,24,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,5,0,28.366666666666667,0
1931,0.0,14,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,12.181818181818182,0
1932,0.0,37,0.0,4,0,0,4,0,0,5,4,0,0.0,4,7,1,51.5,0
1933,0.0,236,0.0,16,0,0,32,0,0,7,43,27,0.5,32,53,0,19.05263157894737,0
1934,0.0,81,0.0,2,0,0,9,1,0,1,16,13,0.6666666666666666,6,30,0,10.233333333333333,0
1935,0.0,56,0.0,1,0,0,3,0,0,7,9,8,0.6666666666666666,3,8,0,49.78947368421053,0
1936,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,15.333333333333334,0
1937,0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,145.0,0
1938,0.9345794392523364,214,0.0,0,2,0,10,0,0,8,43,43,1.0,3,97,0,43.72222222222222,0
1939,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,9,0,9.625,0
1940,0.0,50,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0,126.0,0
1941,0.0,114,0.0,2,0,0,6,1,0,5,18,15,0.5,3,60,0,152.5,0
1942,0.0,59,0.0,0,0,0,8,0,0,4,10,10,1.0,6,29,0,65.0,0
1943,0.0,73,0.0,0,0,0,3,0,0,0,19,19,1.0,1,25,0,24.33333333333333,0
1944,0.0,60,0.0,4,0,0,9,0,0,3,9,5,0.5555555555555556,4,10,0,42.0,0
1945,0.0,157,0.0,0,0,0,8,0,0,2,36,36,1.0,1,81,0,149.875,0
1946,0.0,176,0.0,7,0,0,19,7,0,1,50,36,0.2631578947368421,19,42,11,38.41666666666666,0
1947,0.0,68,1.4705882352941178,1,0,1,5,0,1,3,9,8,0.8,3,22,0,36.66666666666666,0
1948,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,8.444444444444445,0
1949,0.0,70,0.0,0,0,0,3,0,0,2,15,15,1.0,2,23,0,35.0,0
1950,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,18.4375,0
1951,0.0,23,0.0,2,0,0,4,0,0,0,4,2,0.5,4,5,0,43.5,0
1952,0.0,119,0.0,1,0,0,8,0,4,13,18,17,0.875,6,164,0,63.0,0
1953,0.0,46,0.0,4,0,0,7,2,0,3,13,5,0.1428571428571428,7,7,0,40.85714285714285,0
1954,0.0,116,0.0,0,0,0,4,0,0,6,12,12,1.0,2,46,0,33.333333333333336,0
1955,0.0,76,0.0,2,0,0,3,0,0,2,18,16,0.3333333333333333,3,55,0,21.57894736842105,0
1956,0.0,120,0.0,0,0,0,12,0,0,1,25,25,1.0,12,41,0,12.81081081081081,0
1957,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,761.1428571428571,0
1958,0.0,63,0.0,0,0,0,2,0,0,4,9,9,1.0,1,32,0,56.0,0
1959,0.0,140,0.0,1,0,0,3,0,0,9,51,50,0.6666666666666666,1,101,0,814.8,0
1960,0.0,32,0.0,0,0,0,1,0,0,1,6,6,1.0,1,9,0,35.5,0
1961,0.0,69,0.0,1,0,0,7,0,0,6,8,7,0.8571428571428571,3,14,0,35.6,0
1962,0.0,99,0.0,0,0,0,10,0,0,0,12,12,1.0,10,22,0,132.0,0
1963,10.256410256410255,39,0.0,0,4,0,0,0,0,0,0,0,0.0,0,8,0,80.0,0
1964,0.0,235,0.0,3,0,0,23,2,0,15,35,30,0.782608695652174,16,78,0,25.823529411764707,0
1965,0.0,34,0.0,0,0,0,1,0,0,0,9,9,1.0,1,3,0,58.25,1
1966,0.0,25,0.0,0,0,0,3,0,0,1,4,4,1.0,3,4,0,25.0,0
1967,0.0,16,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,17.0,0
1968,0.0,32,0.0,0,0,0,1,0,0,2,4,4,1.0,1,6,0,12.586206896551724,0
1969,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,16.5,0
1970,0.0,243,0.0,2,0,0,7,0,14,0,20,18,0.7142857142857143,6,70,0,213.0,0
1971,0.0,131,0.0,9,0,0,27,0,0,0,27,18,0.6666666666666666,27,53,0,254.0,0
1972,0.0,354,0.0,1,0,0,28,0,0,14,92,91,0.9642857142857144,23,101,0,47.4,0
1973,0.0,56,0.0,0,0,0,3,0,0,3,7,7,1.0,3,4,0,17.23076923076923,0
1974,0.0,19,0.0,1,0,0,2,0,0,0,4,3,0.5,2,9,0,17.76923076923077,0
1975,0.0,39,0.0,6,0,0,6,0,0,6,6,0,0.0,6,18,0,238.6,0
1976,0.0,109,0.0,4,0,0,17,0,2,0,21,17,0.7647058823529411,17,30,0,443.8333333333333,0
1977,0.0,29,0.0,0,0,0,1,0,0,1,5,5,1.0,1,17,0,15.6,0
1978,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,24.38888888888889,0
1979,0.0,46,0.0,1,0,0,5,0,0,0,14,8,0.8,5,7,0,18.0,0
1980,8.461538461538462,130,3.8461538461538463,4,11,5,13,0,0,7,16,12,0.6923076923076923,0,72,1,86.66666666666667,0
1981,0.0,30,0.0,0,0,0,2,0,0,2,5,5,1.0,2,8,0,19.181818181818183,0
1982,0.0,27,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,8,0,48.0,0
1983,0.0,25,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,0,12,0,35.10204081632653,0
1984,0.0,221,0.0,7,0,0,16,1,1,8,37,29,0.5,14,67,0,33.65,0
1985,0.0,22,0.0,0,0,0,2,0,0,1,5,5,1.0,0,6,0,53.8,0
1986,0.0,62,0.0,0,0,0,5,0,0,4,9,9,1.0,5,11,0,33.421052631578945,0
1987,0.0,101,0.0,11,0,0,18,0,0,1,21,10,0.3888888888888889,18,25,0,96.33333333333331,0
1988,0.0,114,0.0,1,0,0,12,0,0,0,21,20,0.9166666666666666,6,74,0,60.4,0
1989,0.0,617,0.0,14,0,0,62,5,2,18,128,103,0.6935483870967742,46,169,2,879.5,1
1990,0.0,12,0.0,0,0,0,1,0,0,0,3,3,1.0,1,2,0,75.66666666666667,0
1991,0.0,11,0.0,2,0,0,2,0,0,0,2,0,0.0,2,2,0,26.33333333333333,0
1992,0.0,30,0.0,3,0,0,4,0,0,3,4,1,0.25,0,8,0,11.0,0
1993,0.0,33,0.0,0,0,0,1,0,0,1,7,7,1.0,1,14,0,23.83333333333333,0
1994,0.0,20,0.0,0,0,0,1,0,2,0,2,2,1.0,1,1,0,50.142857142857146,0
1995,0.0,33,0.0,0,0,0,4,0,0,0,4,4,1.0,3,19,0,11.935483870967742,0
1996,0.0,40,0.0,0,0,0,3,0,0,4,3,3,1.0,1,8,0,106.2,0
1997,0.0,49,0.0,2,0,0,5,0,0,3,7,5,0.6,1,8,0,34.0,0
1998,0.0,337,0.0,0,0,0,17,0,18,19,72,72,1.0,3,130,0,21.916666666666668,0
1999,0.0,249,0.0,5,0,0,22,0,0,5,51,46,0.7727272727272727,11,83,0,29.36904761904762,0
2000,0.0,69,0.0,0,0,0,4,0,0,0,11,11,1.0,4,44,0,48.0,0
2001,0.0,22,0.0,0,0,0,1,0,0,1,3,3,1.0,1,7,1,16.0,0
2002,0.0,214,0.0,2,0,0,24,0,0,1,28,26,0.9166666666666666,24,50,0,392.0,0
2003,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,7.4,0
2004,0.0,244,0.0,0,0,0,5,0,0,0,5,5,1.0,5,61,0,59.85714285714285,0
2005,0.0,105,0.0,0,0,0,5,0,0,2,15,15,1.0,1,59,2,173.0,0
2006,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,1,11,0,43.0,0
2007,0.0,45,0.0,1,0,0,3,0,1,1,5,4,0.6666666666666666,3,41,0,8.551020408163266,0
2008,0.0,22,0.0,0,0,0,2,0,0,2,3,3,1.0,2,6,0,26.33333333333333,0
2009,0.0,291,0.0,14,0,0,32,13,0,18,60,33,0.15625,30,99,0,40.06666666666667,1
2010,0.0,98,0.0,0,0,0,7,0,1,5,12,12,1.0,3,56,0,21.0,1
2011,0.0,79,0.0,0,0,0,3,0,0,6,9,9,1.0,3,31,0,70.0,0
2012,0.0,45,0.0,4,0,0,4,0,0,3,4,0,0.0,4,8,0,27.153846153846157,0
2013,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,9,0,18.83333333333333,0
2014,0.0,18,0.0,0,0,0,1,0,0,0,2,2,1.0,1,4,0,64.0,0
2015,0.0,30,0.0,2,0,0,3,0,0,3,4,2,0.3333333333333333,3,6,0,58.5,0
2016,0.0,111,0.0,17,0,0,28,0,0,1,28,11,0.3928571428571428,28,30,0,41.76923076923077,0
2017,0.0,113,0.0,2,0,0,7,1,0,12,9,6,0.5714285714285714,7,32,0,19.692307692307693,0
2018,0.0,15,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,8.266666666666667,0
2019,0.0,18,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10.333333333333334,0
2020,0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,2,31.666666666666668,0
2021,0.0,130,0.0,8,0,0,11,0,0,11,17,9,0.2727272727272727,11,37,0,41.45783132530121,1
2022,0.0,48,0.0,0,0,0,8,0,0,0,8,8,1.0,8,11,0,21.36,0
2023,0.0,22,0.0,0,0,0,1,0,0,1,2,2,1.0,1,12,0,8.513513513513514,0
2024,0.0,44,0.0,1,0,0,8,0,0,0,11,10,0.875,8,18,0,8.2,0
2025,0.0,22,0.0,0,0,0,2,0,0,0,5,5,1.0,2,7,0,22.8,0
2026,0.0,87,0.0,1,0,0,7,0,6,0,16,15,0.8571428571428571,7,19,0,126.83333333333331,0
2027,0.0,14,0.0,1,0,0,2,0,0,1,2,1,0.5,2,3,0,187.75,0
2028,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,11.8125,0
2029,0.0,29,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,1,7,0,15.142857142857142,0
2030,0.0,32,0.0,2,0,0,4,0,0,1,6,4,0.5,4,7,0,49.0,0
2031,0.0,16,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,3,0,11.571428571428571,0
2032,0.0,17,0.0,0,0,0,2,0,0,0,4,4,1.0,0,8,0,33.375,0
2033,0.0,85,0.0,0,0,0,5,1,0,6,17,16,0.8,5,17,0,77.5,0
2034,0.0,127,0.0,3,0,0,22,0,0,3,28,24,0.8636363636363636,2,51,0,50.16666666666666,0
2035,0.0,48,0.0,0,0,0,4,0,0,4,6,6,1.0,3,15,0,109.5,0
2036,0.0,27,0.0,0,0,0,4,0,0,2,4,4,1.0,4,13,0,11.333333333333334,0
2037,0.0,16,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0,99.16666666666669,0
2038,0.0,30,0.0,0,0,0,1,0,2,0,2,2,1.0,1,15,0,42.8984375,0
2039,0.0,20,0.0,1,0,0,2,0,0,0,2,1,0.5,1,3,0,13.666666666666666,0
2040,0.0,21,0.0,0,0,0,2,0,0,2,2,2,1.0,2,8,2,20.428571428571427,0
2041,3.4482758620689653,116,0.0,1,4,0,13,1,0,1,15,13,0.8461538461538461,9,53,3,70.58823529411765,1
2042,0.0,38,0.0,1,0,0,3,0,0,2,4,3,0.6666666666666666,3,18,0,10.03448275862069,0
2043,0.0,29,0.0,3,0,0,4,0,0,2,4,1,0.25,4,6,0,29.545454545454547,0
2044,0.0,25,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,31.4,0
2045,0.0,255,0.0,1,0,0,15,0,0,11,47,46,0.9333333333333332,11,86,0,34.5,0
2046,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,0,7,0,10.11111111111111,0
2047,0.0,53,0.0,5,0,0,6,0,1,2,9,3,0.1666666666666666,6,11,1,29.666666666666668,0
2048,0.0,67,0.0,0,0,0,3,0,1,2,12,12,1.0,2,23,0,45.11111111111112,1
2049,0.0,152,0.0,1,0,0,7,0,0,0,31,30,0.8571428571428571,3,93,0,27.28125,2
2050,0.0,198,0.0,1,0,0,7,0,5,12,21,20,0.8571428571428571,3,135,0,96.0,1
2051,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,5,0,75.7,0
2052,0.0,55,0.0,0,0,0,2,0,0,0,10,10,1.0,2,20,0,4740.923076923077,0
2053,0.0,31,0.0,3,0,0,5,2,0,2,5,0,0.0,5,5,2,13.5,0
2054,0.3115264797507788,321,0.3115264797507788,0,1,1,20,0,0,10,86,86,1.0,3,171,0,80.1,0
2055,0.0,195,0.0,1,0,0,19,0,10,17,36,35,0.9473684210526316,17,24,0,211.0,0
2056,0.0,33,0.0,1,0,0,3,0,0,0,7,6,0.6666666666666666,3,18,0,16.0,0
2057,0.0788643533123028,1268,0.0,56,1,0,155,1,1,74,241,184,0.632258064516129,152,482,2,71.0,0
2058,0.0,28,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,10.352941176470589,0
2059,0.0,92,0.0,2,0,0,15,6,0,7,15,7,0.4666666666666667,15,16,0,120.66666666666669,0
2060,0.0,19,0.0,2,0,0,2,0,2,0,2,0,0.0,2,4,0,23.07692307692308,0
2061,0.0,145,0.0,0,0,0,8,1,2,0,23,22,0.875,8,40,0,22.305084745762716,0
2062,0.0,22,0.0,0,0,0,2,0,0,0,5,5,1.0,0,2,0,13.538461538461538,0
2063,0.0,168,0.0,6,0,0,16,0,0,9,22,16,0.625,11,62,0,28.04878048780488,0
2064,0.0,53,0.0,2,0,0,3,0,0,2,6,3,0.3333333333333333,3,6,2,18.33333333333333,0
2065,0.0,75,0.0,4,0,0,8,0,0,2,10,6,0.5,8,14,1,14.0,0
2066,0.0,48,0.0,6,0,0,7,0,0,2,7,1,0.1428571428571428,7,13,0,24.428571428571427,0
2067,0.0,64,0.0,0,0,0,8,0,23,0,8,8,1.0,8,8,0,88.57142857142857,0
2068,0.0,31,0.0,0,0,0,3,0,1,1,4,4,1.0,3,14,0,17.285714285714285,0
2069,0.0,484,0.0,5,0,0,32,0,2,27,86,80,0.84375,15,120,5,149.2,1
2070,0.0,46,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,4,85.0,0
2071,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,0,3,0,25.0,0
2072,0.0,255,0.0,0,0,0,23,0,0,2,58,58,1.0,0,295,0,443.0,1
2073,0.0,21,0.0,0,0,0,2,0,0,0,5,5,1.0,2,6,0,9.0,0
2074,0.0,164,0.0,19,0,0,22,0,0,8,26,7,0.1363636363636363,22,105,0,158.66666666666666,0
2075,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,6,0,42.0,0
2076,0.0,243,0.0,0,0,0,14,0,0,0,50,50,1.0,5,144,0,170.0,2
2077,0.0,345,0.0,0,0,0,33,0,2,2,88,88,1.0,32,172,0,32.76,1
2078,0.0,140,0.0,1,0,0,9,0,0,8,20,19,0.8888888888888888,7,24,0,37.333333333333336,0
2079,0.0,147,0.0,1,0,0,11,0,0,4,34,32,0.9090909090909092,4,67,0,22.32258064516129,0
2080,0.0,26,0.0,1,0,0,3,0,0,0,5,4,0.6666666666666666,3,3,0,46.0,0
2081,0.0,216,0.0,2,0,0,14,0,2,2,39,37,0.8571428571428571,3,50,0,34.82142857142857,0
2082,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,6.96875,0
2083,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,34.0,0
2084,0.0,47,0.0,4,0,0,8,0,0,4,8,4,0.5,8,12,0,38.0,0
2085,0.0,68,0.0,3,0,0,10,5,0,6,16,7,0.2,10,17,0,15.666666666666666,0
2086,0.0,68,0.0,3,0,0,8,3,0,0,10,4,0.25,8,8,5,72.4,0
2087,0.0,15,0.0,0,0,0,1,0,0,0,3,3,1.0,1,4,0,8.5,0
2088,0.0,66,0.0,0,0,0,16,0,0,0,16,16,1.0,16,47,0,534.0,0
2089,0.0,99,0.0,0,0,0,4,0,0,1,32,32,1.0,0,69,0,34.2,1
2090,0.0,58,0.0,0,0,0,1,0,0,2,9,9,1.0,1,22,0,33.92857142857143,0
2091,0.0,11,0.0,0,0,0,1,0,1,0,2,2,1.0,1,3,0,4.866666666666666,0
2092,0.0,52,0.0,2,0,0,7,0,0,0,14,12,0.7142857142857143,7,16,0,1044.0,0
2093,0.0,37,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,8,0,22.8,0
2094,0.0,30,0.0,1,0,0,3,0,0,0,5,4,0.6666666666666666,3,11,0,31.77777777777778,0
2095,0.0,163,0.0,8,0,0,12,0,0,1,36,28,0.3333333333333333,12,32,0,38.66666666666666,0
2096,0.0,144,0.0,0,0,0,5,0,1,3,26,26,1.0,3,94,0,47.833333333333336,0
2097,0.0,20,0.0,0,0,0,2,0,0,0,2,2,1.0,2,20,0,202.0,1
2098,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,71.9,0
2099,0.0,197,0.0,1,0,0,19,0,0,9,26,25,0.9473684210526316,18,96,0,175.5,0
2100,0.0,26,0.0,4,0,0,5,0,0,0,5,1,0.2,3,5,0,27.5,0
2101,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,23.6,0
2102,0.0,47,0.0,0,0,0,1,0,0,0,12,12,1.0,1,27,0,46.0,1
2103,0.0,63,0.0,1,0,0,6,0,0,3,13,12,0.8333333333333334,4,19,1,74.14285714285714,0
2104,0.0,74,0.0,2,0,0,5,0,0,2,16,14,0.6,5,21,0,67.73134328358209,0
2105,0.0,48,0.0,0,0,0,3,0,0,0,9,9,1.0,2,19,0,21.5,0
2106,0.0,34,0.0,1,0,0,8,0,0,0,8,7,0.875,8,16,0,16.454545454545453,0
2107,0.0,25,0.0,0,0,0,1,0,0,0,4,4,1.0,1,8,0,18.83333333333333,0
2108,0.0,67,0.0,0,0,0,2,0,0,0,13,13,1.0,2,28,0,5112.509803921569,1
2109,0.0,91,0.0,7,0,0,12,2,2,4,12,3,0.25,11,15,1,15.333333333333334,0
2110,0.0,31,0.0,7,0,0,7,0,0,0,7,0,0.0,7,7,0,6.793103448275862,0
2111,0.0,198,0.0,0,0,0,6,0,0,2,37,37,1.0,3,83,0,48.4375,0
2112,0.0,41,0.0,7,0,0,8,0,0,0,8,1,0.125,8,8,0,48.55555555555556,0
2113,0.0,107,0.0,8,0,0,17,8,0,10,19,2,0.0588235294117647,17,19,0,53.333333333333336,0
2114,0.0,23,0.0,2,0,0,2,0,0,0,2,0,0.0,2,2,2,39.66666666666666,0
2115,0.0,34,0.0,0,0,0,1,0,0,0,8,8,1.0,1,23,0,50.16666666666666,0
2116,0.0,59,0.0,0,0,0,3,0,0,3,9,9,1.0,2,51,0,63.5,1
2117,0.0,265,0.0,6,0,0,46,0,0,3,53,47,0.8695652173913043,44,52,0,31.63157894736842,0
2118,6.666666666666667,15,0.0,0,1,0,2,0,0,0,2,2,1.0,0,9,0,20.22222222222222,0
2119,0.0,684,0.0,24,0,0,56,0,0,19,135,110,0.5714285714285714,39,139,0,951.0,1
2120,0.0,38,0.0,0,0,0,3,0,0,1,3,3,1.0,3,9,0,28.0,0
2121,0.0,14,0.0,0,0,0,1,0,0,0,3,3,1.0,1,8,0,65.5,0
2122,0.0,34,0.0,1,0,0,3,0,0,1,6,5,0.6666666666666666,3,10,0,24.88888888888889,0
2123,0.0,130,0.0,5,0,0,12,5,4,1,17,7,0.1666666666666666,12,12,0,35.13333333333333,0
2124,0.0,1213,0.0,23,0,0,126,5,5,19,235,200,0.7777777777777778,117,318,0,1501.9444444444443,0
2125,0.0,199,0.0,8,0,0,25,0,0,8,38,30,0.68,23,63,0,63.5,0
2126,0.0,30,0.0,2,0,0,3,0,0,2,3,1,0.3333333333333333,2,6,0,68.0,0
2127,0.0,42,0.0,2,0,0,7,1,0,1,10,6,0.5714285714285714,5,10,0,20.5,0
2128,0.0,294,0.0,4,0,0,33,0,2,1,73,69,0.8787878787878788,33,38,0,257.0,0
2129,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,0
2130,0.0,24,0.0,1,0,0,2,0,0,2,3,2,0.5,2,5,0,129.0,0
2131,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,0,1,0,13.0,0
2132,0.0,37,0.0,0,0,0,2,0,0,0,4,4,1.0,2,10,4,21.11764705882353,0
2133,0.0,70,0.0,1,0,0,8,0,0,5,9,8,0.875,5,12,0,386.2857142857143,0
2134,0.0,37,0.0,0,0,0,4,0,0,2,4,4,1.0,4,4,0,24.08695652173913,0
2135,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,9.0,0
2136,0.0,84,0.0,2,0,0,18,0,0,0,18,16,0.8888888888888888,0,21,0,53.5,0
2137,0.0,62,0.0,0,0,0,1,0,0,0,6,6,1.0,1,53,0,27.0,0
2138,0.0,49,0.0,1,0,0,4,1,0,4,11,9,0.5,2,7,0,30.2,0
2139,0.0,54,0.0,2,0,0,2,0,0,1,2,0,0.0,2,10,0,94.0,0
2140,0.0,43,0.0,0,0,0,5,0,0,0,5,5,1.0,3,9,0,13.0625,0
2141,0.0,62,0.0,4,0,0,9,4,4,5,9,1,0.1111111111111111,9,14,0,47.2,0
2142,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,9.588235294117649,0
2143,0.0,129,0.0,1,0,0,11,0,0,0,23,22,0.9090909090909092,3,40,0,27.38095238095238,0
2144,0.0,35,0.0,0,0,0,3,0,0,2,6,6,1.0,3,8,0,38.57142857142857,0
2145,0.0,26,0.0,0,0,0,2,0,2,2,3,3,1.0,2,11,0,19.33333333333333,0
2146,0.0,803,0.0,0,0,0,145,0,0,0,145,145,1.0,145,314,0,7637.5,0
2147,5.389221556886228,167,0.0,0,9,0,17,0,0,0,36,36,1.0,15,100,0,57.82608695652174,0
2148,0.0,86,0.0,0,0,0,6,0,0,0,16,16,1.0,6,11,0,161.0,0
2149,2.272727272727273,44,0.0,0,1,0,4,0,0,4,4,4,1.0,4,13,1,67.33333333333333,0
2150,0.0,22,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,22.09090909090909,0
2151,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,0,3,0,34.0,0
2152,0.0,30,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,25.5,0
2153,0.0,87,0.0,7,0,0,13,5,3,7,13,1,0.0769230769230769,13,14,0,319.5,0
2154,0.0,26,0.0,0,0,0,1,0,0,3,1,1,1.0,1,6,0,42.5,0
2155,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,39.0,0
2156,0.0,75,0.0,1,0,0,8,1,0,0,15,12,0.75,7,15,0,87.0,0
2157,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,10.421052631578949,0
2158,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,7.0,0
2159,0.0,45,0.0,0,0,0,1,0,2,0,7,7,1.0,1,17,0,40.57142857142857,0
2160,0.0,12,0.0,1,0,0,2,0,1,0,2,1,0.5,2,2,0,28.682926829268293,0
2161,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,2,0,249.0,0
2162,0.0,93,0.0,0,0,0,11,0,1,0,25,25,1.0,11,33,0,77.33333333333333,1
2163,0.0,16,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,3,0,23.73333333333333,0
2164,0.0,142,0.0,3,0,0,9,2,0,6,24,18,0.4444444444444444,9,47,0,36.0,0
2165,0.0,34,0.0,2,0,0,4,0,0,2,4,2,0.5,2,12,0,482.5,0
2166,0.0,20,0.0,0,0,0,1,0,0,0,4,4,1.0,1,7,0,27.0,0
2167,0.0,37,0.0,0,0,0,2,0,0,4,4,4,1.0,1,5,0,86.43589743589743,0
2168,0.0,42,0.0,4,0,0,5,0,0,2,5,1,0.2,5,8,0,20.75,0
2169,0.0,92,0.0,6,0,0,18,6,0,6,18,6,0.3333333333333333,18,18,0,28.75,0
2170,0.0,27,0.0,0,0,0,2,0,1,1,6,6,1.0,2,3,0,35.166666666666664,0
2171,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,30.09523809523809,0
2172,0.0,554,0.0,10,0,0,64,4,2,8,95,76,0.78125,60,113,0,367.0,0
2173,0.0,116,0.0,0,0,0,13,0,0,0,26,26,1.0,0,68,0,133.5,0
2174,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,26.33333333333333,0
2175,0.0,128,0.0,1,0,0,15,0,0,10,29,28,0.9333333333333332,2,59,0,197.0,0
2176,0.0,21,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,15.0,0
2177,0.0,142,0.0,0,0,0,4,0,0,0,27,27,1.0,2,93,0,12.5,0
2178,0.0,31,0.0,0,0,0,3,0,0,0,4,4,1.0,2,12,0,12.942857142857145,0
2179,0.0,33,0.0,0,0,0,2,0,0,3,5,5,1.0,1,8,0,38.0,0
2180,0.0,19,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,24.5,0
2181,0.0,79,0.0,5,0,0,13,1,0,6,14,8,0.5384615384615384,7,13,0,18.5,1
2182,0.0,635,0.0,0,0,0,32,0,0,20,136,136,1.0,22,243,0,239.33333333333331,0
2183,0.0,43,0.0,0,0,0,5,0,0,0,8,8,1.0,5,22,0,78.0,0
2184,0.0,34,0.0,1,0,0,4,0,0,0,6,5,0.75,3,13,0,63.80668257756563,0
