id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,DaysWithCommits,Severity
2085,0.0,216,0.0,2,0,0,14,0,2,2,39,37,0.8571428571428571,3,50,0,27,0
2086,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,23,0
2087,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,8,0
2088,0.0,47,0.0,4,0,0,8,0,0,4,8,4,0.5,8,12,0,3,2
2089,0.0,68,0.0,3,0,0,10,5,0,6,16,7,0.2,10,17,0,9,0
2090,0.0,68,0.0,3,0,0,8,3,0,0,10,4,0.25,8,8,5,5,1
2091,0.0,15,0.0,0,0,0,1,0,0,0,3,3,1.0,1,4,0,14,0
2092,0.0,66,0.0,0,0,0,16,0,0,0,16,16,1.0,16,47,0,1,0
2093,0.0,99,0.0,0,0,0,4,0,0,1,32,32,1.0,0,69,0,5,0
2094,0.0,58,0.0,0,0,0,1,0,0,2,9,9,1.0,1,22,0,14,0
2095,0.0,11,0.0,0,0,0,1,0,1,0,2,2,1.0,1,3,0,11,0
2096,0.0,52,0.0,2,0,0,7,0,0,0,14,12,0.7142857142857143,7,16,0,3,0
2097,0.0,37,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,8,0,5,0
2098,0.0,30,0.0,1,0,0,3,0,0,0,5,4,0.6666666666666666,3,11,0,9,0
2099,0.0,163,0.0,8,0,0,12,0,0,1,36,28,0.3333333333333333,12,32,0,9,0
2100,0.0,144,0.0,0,0,0,5,0,1,3,26,26,1.0,3,94,0,6,0
2101,0.0,20,0.0,0,0,0,2,0,0,0,2,2,1.0,2,20,0,3,0
2102,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,10,0
2103,0.0,197,0.0,1,0,0,19,0,0,9,26,25,0.9473684210526316,18,96,0,2,0
2104,0.0,26,0.0,4,0,0,5,0,0,0,5,1,0.2,3,5,0,2,0
2105,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,5,0
2106,0.0,47,0.0,0,0,0,1,0,0,0,12,12,1.0,1,27,0,2,0
2107,0.0,63,0.0,1,0,0,6,0,0,3,13,12,0.8333333333333334,4,19,1,6,0
2108,0.0,74,0.0,2,0,0,5,0,0,2,16,14,0.6,5,21,0,61,0
2109,0.0,48,0.0,0,0,0,3,0,0,0,9,9,1.0,2,19,0,3,0
2110,0.0,34,0.0,1,0,0,8,0,0,0,8,7,0.875,8,16,0,9,0
2111,0.0,25,0.0,0,0,0,1,0,0,0,4,4,1.0,1,8,0,6,0
2112,0.0,67,0.0,0,0,0,2,0,0,0,13,13,1.0,2,28,0,145,0
2113,0.0,91,0.0,7,0,0,12,2,2,4,12,3,0.25,11,15,1,15,1
2114,0.0,31,0.0,7,0,0,7,0,0,0,7,0,0.0,7,7,0,21,0
2115,0.0,198,0.0,0,0,0,6,0,0,2,37,37,1.0,3,83,0,14,0
2116,0.0,41,0.0,7,0,0,8,0,0,0,8,1,0.125,8,8,0,8,0
2117,0.0,107,0.0,8,0,0,17,8,0,10,19,2,0.0588235294117647,17,19,0,3,3
2118,0.0,23,0.0,2,0,0,2,0,0,0,2,0,0.0,2,2,2,3,0
2119,0.0,34,0.0,0,0,0,1,0,0,0,8,8,1.0,1,23,0,22,0
2120,0.0,59,0.0,0,0,0,3,0,0,3,9,9,1.0,2,51,0,2,0
2121,0.0,265,0.0,6,0,0,46,0,0,3,53,47,0.8695652173913043,44,52,0,15,0
2122,6.666666666666667,15,0.0,0,1,0,2,0,0,0,2,2,1.0,0,9,0,5,0
2123,0.0,684,0.0,24,0,0,56,0,0,19,135,110,0.5714285714285714,39,139,0,1,0
2124,0.0,38,0.0,0,0,0,3,0,0,1,3,3,1.0,3,9,0,18,0
2125,0.0,14,0.0,0,0,0,1,0,0,0,3,3,1.0,1,8,0,4,0
2126,0.0,34,0.0,1,0,0,3,0,0,1,6,5,0.6666666666666666,3,10,0,9,0
2127,0.0,130,0.0,5,0,0,12,5,4,1,17,7,0.1666666666666666,12,12,0,14,2
2128,0.0,1213,0.0,23,0,0,126,5,5,19,235,200,0.7777777777777778,117,318,0,16,0
2129,0.0,199,0.0,8,0,0,25,0,0,8,38,30,0.68,23,63,0,5,0
2130,0.0,30,0.0,2,0,0,3,0,0,2,3,1,0.3333333333333333,2,6,0,1,0
2131,0.0,42,0.0,2,0,0,7,1,0,1,10,6,0.5714285714285714,5,10,0,10,1
2132,0.0,294,0.0,4,0,0,33,0,2,1,73,69,0.8787878787878788,33,38,0,1,0
2133,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,1,1
2134,0.0,24,0.0,1,0,0,2,0,0,2,3,2,0.5,2,5,0,2,0
2135,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,0,1,0,3,0
2136,0.0,37,0.0,0,0,0,2,0,0,0,4,4,1.0,2,10,4,14,0
2137,0.0,70,0.0,1,0,0,8,0,0,5,9,8,0.875,5,12,0,7,0
2138,0.0,37,0.0,0,0,0,4,0,0,2,4,4,1.0,4,4,0,22,0
2139,0.0,12,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,6,0
2140,0.0,84,0.0,2,0,0,18,0,0,0,18,16,0.8888888888888888,0,21,0,2,0
2141,0.0,62,0.0,0,0,0,1,0,0,0,6,6,1.0,1,53,0,4,0
2142,0.0,49,0.0,1,0,0,4,1,0,4,11,9,0.5,2,7,0,15,0
2143,0.0,54,0.0,2,0,0,2,0,0,1,2,0,0.0,2,10,0,2,0
2144,0.0,43,0.0,0,0,0,5,0,0,0,5,5,1.0,3,9,0,15,0
2145,0.0,62,0.0,4,0,0,9,4,4,5,9,1,0.1111111111111111,9,14,0,8,2
2146,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,12,0
2147,0.0,129,0.0,1,0,0,11,0,0,0,23,22,0.9090909090909092,3,40,0,16,0
2148,0.0,35,0.0,0,0,0,3,0,0,2,6,6,1.0,3,8,0,7,0
2149,0.0,26,0.0,0,0,0,2,0,2,2,3,3,1.0,2,11,0,3,0
2150,0.0,803,0.0,0,0,0,145,0,0,0,145,145,1.0,145,314,0,4,0
2151,5.389221556886228,167,0.0,0,9,0,17,0,0,0,36,36,1.0,15,100,0,15,0
2152,0.0,86,0.0,0,0,0,6,0,0,0,16,16,1.0,6,11,0,1,0
2153,2.272727272727273,44,0.0,0,1,0,4,0,0,4,4,4,1.0,4,13,1,3,0
2154,0.0,22,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,11,0
2155,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,0,3,0,3,0
2156,0.0,30,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,6,2
2157,0.0,87,0.0,7,0,0,13,5,3,7,13,1,0.0769230769230769,13,14,0,2,1
2158,0.0,26,0.0,0,0,0,1,0,0,3,1,1,1.0,1,6,0,2,0
2159,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,1,0
2160,0.0,75,0.0,1,0,0,8,1,0,0,15,12,0.75,7,15,0,2,1
2161,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,15,0
2162,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,6,0
2163,0.0,45,0.0,0,0,0,1,0,2,0,7,7,1.0,1,17,0,7,0
2164,0.0,12,0.0,1,0,0,2,0,1,0,2,1,0.5,2,2,0,34,0
2165,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,2,0,18,0
2166,0.0,93,0.0,0,0,0,11,0,1,0,25,25,1.0,11,33,0,3,0
2167,0.0,16,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,3,0,15,0
2168,0.0,142,0.0,3,0,0,9,2,0,6,24,18,0.4444444444444444,9,47,0,37,0
2169,0.0,34,0.0,2,0,0,4,0,0,2,4,2,0.5,2,12,0,2,0
2170,0.0,20,0.0,0,0,0,1,0,0,0,4,4,1.0,1,7,0,11,0
2171,0.0,37,0.0,0,0,0,2,0,0,4,4,4,1.0,1,5,0,38,0
2172,0.0,42,0.0,4,0,0,5,0,0,2,5,1,0.2,5,8,0,4,1
2173,0.0,92,0.0,6,0,0,18,6,0,6,18,6,0.3333333333333333,18,18,0,3,3
2174,0.0,27,0.0,0,0,0,2,0,1,1,6,6,1.0,2,3,0,8,1
2175,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,7,7,0,20,0
2176,0.0,554,0.0,10,0,0,64,4,2,8,95,76,0.78125,60,113,0,2,0
2177,0.0,116,0.0,0,0,0,13,0,0,0,26,26,1.0,0,68,0,2,0
2178,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,5,2
2179,0.0,128,0.0,1,0,0,15,0,0,10,29,28,0.9333333333333332,2,59,0,2,0
2180,0.0,21,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,9,2
2181,0.0,142,0.0,0,0,0,4,0,0,0,27,27,1.0,2,93,0,28,0
2182,0.0,31,0.0,0,0,0,3,0,0,0,4,4,1.0,2,12,0,32,0
2183,0.0,33,0.0,0,0,0,2,0,0,3,5,5,1.0,1,8,0,1,0
2184,0.0,19,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,2,0
2185,0.0,79,0.0,5,0,0,13,1,0,6,14,8,0.5384615384615384,7,13,0,12,1
2186,0.0,635,0.0,0,0,0,32,0,0,20,136,136,1.0,22,243,0,3,0
2187,0.0,43,0.0,0,0,0,5,0,0,0,8,8,1.0,5,22,0,2,0
2188,0.0,34,0.0,1,0,0,4,0,0,0,6,5,0.75,3,13,0,334,0
